id	label	users	reach	tweets	impact
movement	movement	1	1	4	4
usually	usually	1	1	13	13
centuries	centuries	1	1	5	5
authentication	authentication	1	1	2	2
text	text	1	1	2	2
incidence	incidence	1	1	2	2
distant	distant	1	1	2	2
due	due	1	1	4	4
patterns	patterns	1	1	3	3
closed	closed	1	1	3	3
revived	revived	1	1	2	2
days	days	1	1	3	3
uses	uses	1	1	3	3
feeling	feeling	1	1	2	2
processing	processing	1	1	4	4
thompson	thompson	1	1	2	2
tour	tour	1	1	3	3
technique	technique	1	1	2	2
characterized	characterized	1	1	2	2
signed	signed	1	1	2	2
region	region	1	1	3	3
africa	africa	1	1	4	4
substantial	substantial	1	1	2	2
particularly	particularly	1	1	7	7
ferdinand	ferdinand	1	1	2	2
spring	spring	1	1	2	2
settings	settings	1	1	2	2
author	author	1	1	4	4
monuments	monuments	1	1	2	2
german	german	1	1	6	6
1960s	1960s	1	1	3	3
defined	defined	1	1	5	5
countries	countries	1	1	8	8
implemented	implemented	1	1	2	2
plays	plays	1	1	3	3
soluble	soluble	1	1	2	2
vibrant	vibrant	1	1	2	2
around	around	1	1	10	10
lloyd	lloyd	1	1	2	2
rivalry	rivalry	1	1	2	2
permanent	permanent	1	1	3	3
20th	20th	1	1	6	6
readers	readers	1	1	4	4
depending	depending	1	1	3	3
inflammation	inflammation	1	1	2	2
within	within	1	1	8	8
vessels	vessels	1	1	3	3
zero	zero	1	1	2	2
becomes	becomes	1	1	2	2
genetic	genetic	1	1	3	3
novel	novel	1	1	6	6
signs	signs	1	1	3	3
implies	implies	1	1	2	2
treaties	treaties	1	1	3	3
economies	economies	1	1	2	2
programs	programs	1	1	2	2
improve	improve	1	1	3	3
include	include	1	1	19	19
exposure	exposure	1	1	4	4
recommended	recommended	1	1	2	2
anti	anti	1	1	2	2
exact	exact	1	1	2	2
used	used	1	1	28	28
engaged	engaged	1	1	2	2
stone	stone	1	1	5	5
constructed	constructed	1	1	2	2
research	research	1	1	2	2
million	million	1	1	8	8
fundamental	fundamental	1	1	2	2
nervous	nervous	1	1	3	3
weeks	weeks	1	1	4	4
consisting	consisting	1	1	4	4
opposed	opposed	1	1	2	2
sequential	sequential	1	1	2	2
design	design	1	1	3	3
java	java	1	1	4	4
functional	functional	1	1	2	2
originally	originally	1	1	3	3
fixed	fixed	1	1	2	2
day	day	1	1	5	5
extent	extent	1	1	2	2
principal	principal	1	1	4	4
total	total	1	1	7	7
record	record	1	1	2	2
primary	primary	1	1	5	5
transferring	transferring	1	1	2	2
aligned	aligned	1	1	2	2
temporal	temporal	1	1	2	2
capabilities	capabilities	1	1	3	3
oriented	oriented	1	1	3	3
operate	operate	1	1	4	4
derives	derives	1	1	2	2
death	death	1	1	2	2
directed	directed	1	1	4	4
1988	1988	1	1	2	2
requires	requires	1	1	2	2
occurred	occurred	1	1	2	2
historical	historical	1	1	5	5
stock	stock	1	1	2	2
original	original	1	1	6	6
rate	rate	1	1	3	3
piece	piece	1	1	4	4
paintings	paintings	1	1	3	3
following	following	1	1	5	5
olivier	olivier	1	1	2	2
campaigns	campaigns	1	1	2	2
16th	16th	1	1	3	3
tradition	tradition	1	1	6	6
syntax	syntax	1	1	3	3
1947	1947	1	1	2	2
analysis	analysis	1	1	2	2
collapsed	collapsed	1	1	2	2
academy	academy	1	1	2	2
far	far	1	1	4	4
individual	individual	1	1	5	5
bacterium	bacterium	1	1	2	2
play	play	1	1	5	5
whole	whole	1	1	3	3
number	number	1	1	7	7
start	start	1	1	2	2
producers	producers	1	1	2	2
aside	aside	1	1	2	2
designs	designs	1	1	2	2
diverse	diverse	1	1	2	2
define	define	1	1	2	2
disease	disease	1	1	7	7
cryptography	cryptography	1	1	2	2
ceramics	ceramics	1	1	2	2
derived	derived	1	1	2	2
electronic	electronic	1	1	3	3
believed	believed	1	1	2	2
trade	trade	1	1	3	3
kidney	kidney	1	1	2	2
description	description	1	1	2	2
allied	allied	1	1	5	5
york	york	1	1	4	4
mexican	mexican	1	1	2	2
secured	secured	1	1	2	2
muscle	muscle	1	1	2	2
tissue	tissue	1	1	4	4
models	models	1	1	2	2
connections	connections	1	1	4	4
device	device	1	1	3	3
allow	allow	1	1	2	2
added	added	1	1	2	2
common	common	1	1	11	11
years	years	1	1	7	7
printing	printing	1	1	2	2
spread	spread	1	1	6	6
carbon	carbon	1	1	2	2
love	love	1	1	5	5
permits	permits	1	1	2	2
prevent	prevent	1	1	3	3
paris	paris	1	1	3	3
international	international	1	1	7	7
waste	waste	1	1	2	2
multiple	multiple	1	1	6	6
purpose	purpose	1	1	4	4
secondary	secondary	1	1	4	4
become	become	1	1	3	3
traditional	traditional	1	1	4	4
residential	residential	1	1	2	2
faction	faction	1	1	2	2
1915	1915	1	1	2	2
authors	authors	1	1	2	2
slow	slow	1	1	3	3
structural	structural	1	1	2	2
130	130	1	1	2	2
features	features	1	1	6	6
lungs	lungs	1	1	2	2
circuits	circuits	1	1	3	3
individuals	individuals	1	1	2	2
union	union	1	1	3	3
united	united	1	1	9	9
execution	execution	1	1	2	2
causes	causes	1	1	5	5
computing	computing	1	1	3	3
year	year	1	1	3	3
living	living	1	1	2	2
use	use	1	1	15	15
reveal	reveal	1	1	2	2
prominence	prominence	1	1	2	2
tony	tony	1	1	3	3
claimed	claimed	1	1	3	3
cpu	cpu	1	1	3	3
changed	changed	1	1	2	2
market	market	1	1	5	5
house	house	1	1	2	2
2013	2013	1	1	5	5
standard	standard	1	1	5	5
played	played	1	1	5	5
processes	processes	1	1	5	5
output	output	1	1	4	4
typical	typical	1	1	4	4
rates	rates	1	1	3	3
communication	communication	1	1	2	2
familiar	familiar	1	1	2	2
client	client	1	1	3	3
material	material	1	1	6	6
digital	digital	1	1	3	3
infected	infected	1	1	3	3
supported	supported	1	1	2	2
james	james	1	1	4	4
processed	processed	1	1	2	2
microsoft	microsoft	1	1	2	2
choreographed	choreographed	1	1	3	3
1979	1979	1	1	2	2
greece	greece	1	1	3	3
followed	followed	1	1	5	5
expanded	expanded	1	1	3	3
front	front	1	1	3	3
large	large	1	1	11	11
comedies	comedies	1	1	2	2
propaganda	propaganda	1	1	2	2
web	web	1	1	4	4
providing	providing	1	1	3	3
lower	lower	1	1	2	2
folk	folk	1	1	2	2
became	became	1	1	8	8
sockets	sockets	1	1	2	2
greater	greater	1	1	2	2
carried	carried	1	1	2	2
national	national	1	1	7	7
mexico	mexico	1	1	5	5
collagen	collagen	1	1	2	2
warfare	warfare	1	1	2	2
route	route	1	1	3	3
less	less	1	1	7	7
antibiotics	antibiotics	1	1	3	3
operas	operas	1	1	2	2
amount	amount	1	1	2	2
part	part	1	1	15	15
different	different	1	1	7	7
away	away	1	1	2	2
element	element	1	1	2	2
romania	romania	1	1	2	2
000	000	1	1	5	5
generally	generally	1	1	10	10
richard	richard	1	1	2	2
class	class	1	1	2	2
acting	acting	1	1	3	3
microprocessors	microprocessors	1	1	3	3
severe	severe	1	1	3	3
degree	degree	1	1	2	2
archaeological	archaeological	1	1	3	3
korean	korean	1	1	2	2
songs	songs	1	1	3	3
point	point	1	1	4	4
alternative	alternative	1	1	3	3
months	months	1	1	2	2
foreign	foreign	1	1	2	2
accessed	accessed	1	1	2	2
represented	represented	1	1	2	2
tls	tls	1	1	2	2
syndrome	syndrome	1	1	2	2
leaves	leaves	1	1	3	3
third	third	1	1	4	4
cause	cause	1	1	5	5
supply	supply	1	1	2	2
windows	windows	1	1	2	2
lymph	lymph	1	1	2	2
east	east	1	1	4	4
lines	lines	1	1	3	3
people	people	1	1	11	11
area	area	1	1	6	6
focus	focus	1	1	3	3
efforts	efforts	1	1	4	4
published	published	1	1	4	4
june	june	1	1	3	3
mesoamerica	mesoamerica	1	1	3	3
modern	modern	1	1	8	8
kindred	kindred	1	1	2	2
never	never	1	1	4	4
sophisticated	sophisticated	1	1	2	2
veins	veins	1	1	2	2
maya	maya	1	1	2	2
organism	organism	1	1	3	3
veracruz	veracruz	1	1	2	2
despite	despite	1	1	4	4
aspects	aspects	1	1	3	3
audience	audience	1	1	2	2
open	open	1	1	2	2
societies	societies	1	1	2	2
walter	walter	1	1	2	2
successful	successful	1	1	6	6
controversy	controversy	1	1	2	2
mid	mid	1	1	5	5
included	included	1	1	4	4
university	university	1	1	3	3
bacteria	bacteria	1	1	4	4
line	line	1	1	3	3
organs	organs	1	1	3	3
simple	simple	1	1	2	2
aztecs	aztecs	1	1	2	2
largely	largely	1	1	4	4
study	study	1	1	5	5
ethnic	ethnic	1	1	3	3
applied	applied	1	1	2	2
comprising	comprising	1	1	2	2
proposed	proposed	1	1	3	3
though	though	1	1	3	3
programming	programming	1	1	5	5
asia	asia	1	1	6	6
clear	clear	1	1	2	2
black	black	1	1	3	3
phase	phase	1	1	2	2
film	film	1	1	7	7
images	images	1	1	2	2
social	social	1	1	5	5
interstitial	interstitial	1	1	3	3
similar	similar	1	1	4	4
oil	oil	1	1	2	2
pathos	pathos	1	1	2	2
effects	effects	1	1	5	5
mythological	mythological	1	1	2	2
library	library	1	1	2	2
defense	defense	1	1	2	2
combat	combat	1	1	3	3
somewhere	somewhere	1	1	2	2
complex	complex	1	1	4	4
significant	significant	1	1	9	9
much	much	1	1	6	6
whether	whether	1	1	5	5
afghanistan	afghanistan	1	1	2	2
opened	opened	1	1	3	3
november	november	1	1	4	4
advanced	advanced	1	1	2	2
writers	writers	1	1	2	2
scientific	scientific	1	1	2	2
operations	operations	1	1	3	3
recover	recover	1	1	2	2
literate	literate	1	1	2	2
central	central	1	1	16	16
members	members	1	1	3	3
145	145	1	1	2	2
brain	brain	1	1	3	3
southeast	southeast	1	1	2	2
global	global	1	1	4	4
external	external	1	1	4	4
personal	personal	1	1	2	2
paints	paints	1	1	2	2
able	able	1	1	2	2
virus	virus	1	1	2	2
role	role	1	1	4	4
highly	highly	1	1	3	3
key	key	1	1	5	5
nerve	nerve	1	1	2	2
theatre	theatre	1	1	8	8
insects	insects	1	1	2	2
sensitive	sensitive	1	1	2	2
chinese	chinese	1	1	4	4
dominant	dominant	1	1	2	2
1948	1948	1	1	2	2
ratified	ratified	1	1	2	2
tlacopan	tlacopan	1	1	2	2
pain	pain	1	1	2	2
construction	construction	1	1	3	3
continental	continental	1	1	2	2
japanese	japanese	1	1	3	3
volatile	volatile	1	1	2	2
september	september	1	1	2	2
organisms	organisms	1	1	2	2
responses	responses	1	1	4	4
make	make	1	1	2	2
victorious	victorious	1	1	2	2
implementation	implementation	1	1	3	3
genre	genre	1	1	4	4
version	version	1	1	4	4
performs	performs	1	1	3	3
parts	parts	1	1	6	6
1975	1975	1	1	2	2
began	began	1	1	12	12
obsidian	obsidian	1	1	2	2
victory	victory	1	1	4	4
stephen	stephen	1	1	2	2
informally	informally	1	1	2	2
vaccine	vaccine	1	1	2	2
responded	responded	1	1	2	2
january	january	1	1	2	2
ability	ability	1	1	2	2
leaving	leaving	1	1	2	2
founded	founded	1	1	2	2
adding	adding	1	1	2	2
four	four	1	1	5	5
transport	transport	1	1	3	3
opposing	opposing	1	1	3	3
treat	treat	1	1	2	2
accessory	accessory	1	1	2	2
knowledge	knowledge	1	1	2	2
1943	1943	1	1	2	2
varies	varies	1	1	2	2
led	led	1	1	7	7
vital	vital	1	1	2	2
dropped	dropped	1	1	2	2
television	television	1	1	3	3
just	just	1	1	2	2
roughly	roughly	1	1	3	3
faster	faster	1	1	4	4
provides	provides	1	1	5	5
relations	relations	1	1	3	3
started	started	1	1	3	3
words	words	1	1	5	5
varied	varied	1	1	2	2
autoimmune	autoimmune	1	1	3	3
billion	billion	1	1	2	2
model	model	1	1	2	2
states	states	1	1	13	13
exchanged	exchanged	1	1	2	2
simply	simply	1	1	5	5
described	described	1	1	10	10
word	word	1	1	6	6
occurs	occurs	1	1	5	5
drugs	drugs	1	1	2	2
17th	17th	1	1	2	2
treaty	treaty	1	1	3	3
information	information	1	1	8	8
perishable	perishable	1	1	2	2
binary	binary	1	1	2	2
moved	moved	1	1	4	4
characters	characters	1	1	3	3
direct	direct	1	1	4	4
health	health	1	1	2	2
resulting	resulting	1	1	7	7
located	located	1	1	2	2
along	along	1	1	4	4
tissues	tissues	1	1	5	5
intrinsic	intrinsic	1	1	2	2
includes	includes	1	1	8	8
enable	enable	1	1	2	2
dates	dates	1	1	3	3
provided	provided	1	1	3	3
history	history	1	1	13	13
immunization	immunization	1	1	2	2
choreography	choreography	1	1	3	3
together	together	1	1	4	4
efficient	efficient	1	1	3	3
1961	1961	1	1	2	2
move	move	1	1	3	3
space	space	1	1	3	3
boundaries	boundaries	1	1	2	2
london	london	1	1	6	6
complete	complete	1	1	5	5
show	show	1	1	6	6
possible	possible	1	1	5	5
built	built	1	1	4	4
origins	origins	1	1	2	2
face	face	1	1	2	2
durable	durable	1	1	2	2
2000	2000	1	1	2	2
areas	areas	1	1	4	4
private	private	1	1	2	2
1939	1939	1	1	2	2
conditions	conditions	1	1	4	4
rom	rom	1	1	2	2
achieve	achieve	1	1	2	2
speaking	speaking	1	1	2	2
english	english	1	1	4	4
roles	roles	1	1	2	2
military	military	1	1	4	4
invaded	invaded	1	1	2	2
unknown	unknown	1	1	2	2
sequences	sequences	1	1	2	2
visual	visual	1	1	2	2
numerous	numerous	1	1	2	2
structures	structures	1	1	5	5
food	food	1	1	2	2
archaic	archaic	1	1	2	2
initial	initial	1	1	5	5
1957	1957	1	1	3	3
britain	britain	1	1	4	4
requested	requested	1	1	2	2
song	song	1	1	2	2
french	french	1	1	4	4
integrated	integrated	1	1	7	7
renowned	renowned	1	1	2	2
circuit	circuit	1	1	3	3
murals	murals	1	1	2	2
industries	industries	1	1	2	2
august	august	1	1	4	4
nature	nature	1	1	2	2
hardware	hardware	1	1	4	4
describes	describes	1	1	2	2
fictional	fictional	1	1	3	3
memory	memory	1	1	7	7
pact	pact	1	1	2	2
verse	verse	1	1	2	2
miss	miss	1	1	2	2
